duty_id,bus_id,service_date,rotation_tag,duty_segment,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,split_reset_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0046,3,2026-04-06,morning,1,2026-04-06 01:30:00.000000,2026-04-06 11:08:26.400000,3,447.7,78.78666666666668,0,0,0,578.44,38.440000000000055,False
DUTY_0048,4,2026-04-06,morning,1,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,1,301.51,77.27,0,0,0,301.51,0.0,False
DUTY_0050,5,2026-04-06,morning,1,2026-04-06 03:00:00.000000,2026-04-06 11:09:58.800000,2,446.30999999999995,65.91,0,0,0,489.97999999999996,0.0,False
DUTY_0052,6,2026-04-06,morning,1,2026-04-06 03:00:00.000000,2026-04-06 11:23:29.400000,2,463.5,100.0,0,0,0,503.49,0.0,False
DUTY_0054,7,2026-04-06,morning,1,2026-04-06 03:00:00.000000,2026-04-06 09:42:18.000000,3,295.92,100.0,0,0,0,402.3,0.0,False
DUTY_0057,8,2026-04-06,morning,1,2026-04-06 03:00:00.000000,2026-04-06 09:24:48.000000,4,237.73000000000002,87.49749999999999,0,0,0,384.8,0.0,False
DUTY_0060,9,2026-04-06,morning,1,2026-04-06 03:00:00.000000,2026-04-06 11:41:24.000000,4,338.95000000000005,78.41,1,0,0,521.4,0.0,False
DUTY_0062,10,2026-04-06,morning,1,2026-04-06 03:15:00.000000,2026-04-06 09:27:13.800000,2,341.47,100.0,0,0,0,372.22999999999996,0.0,False
DUTY_0064,11,2026-04-06,morning,1,2026-04-06 03:45:00.000000,2026-04-06 11:36:55.200000,2,426.26,95.455,0,0,0,471.92,0.0,False
DUTY_0066,12,2026-04-06,morning,1,2026-04-06 04:00:00.000000,2026-04-06 11:27:58.200000,3,358.63,56.06,0,0,0,447.97,0.0,False
DUTY_0069,13,2026-04-06,morning,1,2026-04-06 04:15:00.000000,2026-04-06 11:09:32.400000,3,329.47,95.45333333333333,0,0,0,414.54,0.0,False
DUTY_0038,1,2026-04-06,morning,2,2026-04-06 12:00:00.000000,2026-04-06 15:38:22.800000,1,218.38,4.55,0,0,1,218.38,0.0,False
DUTY_0043,2,2026-04-06,morning,2,2026-04-06 12:30:00.000000,2026-04-06 14:20:34.800000,1,110.58,72.73,0,0,1,110.58,0.0,False
DUTY_0055,7,2026-04-06,morning,2,2026-04-06 13:15:00.000000,2026-04-06 17:15:02.400000,1,240.04,54.55,0,0,1,240.04,0.0,False
DUTY_0058,8,2026-04-06,morning,2,2026-04-06 13:30:00.000000,2026-04-06 18:14:50.400000,1,284.84,100.0,0,0,1,284.84000000000003,0.0,False
DUTY_0040,2,2026-04-06,evening,1,2026-04-06 14:30:00.000000,2026-04-06 19:29:41.400000,1,299.69,100.0,0,1,0,299.69,0.0,False
DUTY_0045,3,2026-04-06,evening,1,2026-04-06 15:30:00.000000,2026-04-07 00:13:01.200000,2,384.22999999999996,90.91,0,2,0,523.02,0.0,False
DUTY_0036,1,2026-04-06,evening,1,2026-04-06 16:00:00.000000,2026-04-06 20:30:57.600000,2,222.04,95.455,0,2,0,270.96,0.0,False
DUTY_0047,4,2026-04-06,evening,1,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,1,272.08,90.91,0,1,0,272.08,0.0,False
DUTY_0049,5,2026-04-06,evening,1,2026-04-06 17:00:00.000000,2026-04-07 01:16:44.400000,2,466.74,79.545,0,2,0,496.74,0.0,False
DUTY_0051,6,2026-04-06,evening,1,2026-04-06 17:15:00.000000,2026-04-06 22:18:58.200000,2,254.95,54.545,0,2,0,303.97,0.0,False
DUTY_0059,9,2026-04-06,evening,1,2026-04-06 17:15:00.000000,2026-04-06 21:54:39.600000,3,229.66,80.30333333333333,1,3,0,279.65999999999997,0.0,False
DUTY_0053,7,2026-04-06,evening,1,2026-04-06 18:00:00.000000,2026-04-06 22:02:48.000000,2,212.8,88.63499999999999,0,2,0,242.8,0.0,False
DUTY_0061,10,2026-04-06,evening,1,2026-04-06 18:00:00.000000,2026-04-06 21:18:11.400000,1,198.19,81.82,0,1,0,198.19,0.0,False
DUTY_0063,11,2026-04-06,evening,1,2026-04-06 18:00:00.000000,2026-04-06 22:02:12.600000,2,212.20999999999998,75.0,0,2,0,242.21,0.0,False
DUTY_0065,12,2026-04-06,evening,1,2026-04-06 18:00:00.000000,2026-04-07 00:25:25.200000,3,308.44,60.60666666666666,0,3,0,385.42,0.0,False
DUTY_0067,13,2026-04-06,evening,1,2026-04-06 18:00:00.000000,2026-04-06 20:12:45.000000,2,111.93,56.82,0,2,0,132.75,0.0,False
DUTY_0056,8,2026-04-06,evening,1,2026-04-06 18:30:00.000000,2026-04-06 21:15:06.000000,2,135.1,54.545,0,2,0,165.1,0.0,False
DUTY_0044,2,2026-04-06,morning,3,2026-04-06 19:45:00.000000,2026-04-06 21:24:00.000000,1,99.0,100.0,0,0,1,99.0,0.0,False
DUTY_0070,13,2026-04-06,morning,2,2026-04-06 20:15:00.000000,2026-04-06 21:20:07.200000,1,65.12,100.0,0,0,1,65.11999999999999,0.0,False
DUTY_0039,1,2026-04-06,morning,3,2026-04-06 20:45:00.000000,2026-04-06 21:49:06.600000,1,64.11,90.91,1,0,1,64.11,0.0,False
DUTY_0041,2,2026-04-06,evening,2,2026-04-06 23:00:00.000000,2026-04-07 00:08:43.200000,1,68.72,63.64,0,1,1,68.72,0.0,False
DUTY_0068,13,2026-04-06,evening,2,2026-04-06 23:30:00.000000,2026-04-07 00:27:49.200000,1,57.82,100.0,0,1,1,57.82,0.0,False
DUTY_0072,1,2026-04-07,morning,1,2026-04-07 00:30:00.000000,2026-04-07 06:48:36.600000,2,343.48,97.725,0,0,0,378.60999999999996,0.0,False
DUTY_0076,2,2026-04-07,morning,1,2026-04-07 01:30:00.000000,2026-04-07 10:03:47.400000,2,372.76,95.45,0,0,0,513.7900000000001,0.0,False
DUTY_0079,3,2026-04-07,morning,1,2026-04-07 02:00:00.000000,2026-04-07 06:27:07.200000,1,267.12,90.91,0,0,0,267.12,0.0,False
DUTY_0082,4,2026-04-07,morning,1,2026-04-07 03:00:00.000000,2026-04-07 11:27:31.200000,2,321.39,100.0,0,0,0,507.52000000000004,0.0,False
DUTY_0084,5,2026-04-07,morning,1,2026-04-07 03:00:00.000000,2026-04-07 07:59:37.800000,3,213.95,78.78666666666666,0,0,0,299.63,0.0,False
DUTY_0086,6,2026-04-07,morning,1,2026-04-07 03:00:00.000000,2026-04-07 10:36:55.800000,3,320.0,60.60999999999999,0,0,0,456.93,0.0,False
DUTY_0088,7,2026-04-07,morning,1,2026-04-07 03:15:00.000000,2026-04-07 09:41:22.200000,2,347.57,97.725,0,0,0,386.37,0.0,False
DUTY_0090,8,2026-04-07,morning,1,2026-04-07 03:15:00.000000,2026-04-07 12:35:40.800000,2,465.97,61.364999999999995,0,0,0,560.6800000000001,20.680000000000064,False
DUTY_0092,9,2026-04-07,morning,1,2026-04-07 03:45:00.000000,2026-04-07 11:32:14.400000,2,420.07,100.0,0,0,0,467.24,0.0,False
DUTY_0094,10,2026-04-07,morning,1,2026-04-07 04:00:00.000000,2026-04-07 09:39:27.000000,2,249.73,93.18,0,0,0,339.45,0.0,False
DUTY_0096,11,2026-04-07,morning,1,2026-04-07 04:00:00.000000,2026-04-07 09:17:08.400000,3,227.8,53.03,0,0,0,317.14000000000004,0.0,False
DUTY_0098,12,2026-04-07,morning,1,2026-04-07 04:15:00.000000,2026-04-07 11:17:59.400000,3,349.64,100.0,0,0,0,422.99,0.0,False
DUTY_0100,13,2026-04-07,morning,1,2026-04-07 04:15:00.000000,2026-04-07 11:28:13.200000,4,345.64,94.3175,0,0,0,433.22,0.0,False
DUTY_0073,1,2026-04-07,morning,2,2026-04-07 12:30:00.000000,2026-04-07 14:20:34.800000,1,110.58,68.18,0,0,1,110.58,0.0,False
DUTY_0077,2,2026-04-07,morning,2,2026-04-07 13:15:00.000000,2026-04-07 17:15:02.400000,1,240.04,54.55,0,0,1,240.04,0.0,False
DUTY_0080,3,2026-04-07,morning,2,2026-04-07 13:45:00.000000,2026-04-07 18:07:33.600000,1,262.56,95.45,0,0,1,262.56,0.0,False
DUTY_0071,1,2026-04-07,evening,1,2026-04-07 14:30:00.000000,2026-04-07 19:28:20.400000,1,298.34,95.45,0,1,0,298.34000000000003,0.0,False
DUTY_0081,4,2026-04-07,evening,1,2026-04-07 15:00:00.000000,2026-04-07 22:24:12.000000,3,279.75,90.90666666666665,0,3,0,444.2,0.0,False
DUTY_0083,5,2026-04-07,evening,1,2026-04-07 15:30:00.000000,2026-04-07 22:18:58.200000,2,338.24,54.545,0,2,0,408.97,0.0,False
DUTY_0085,6,2026-04-07,evening,1,2026-04-07 16:00:00.000000,2026-04-07 20:21:42.600000,2,128.95999999999998,43.18,0,2,0,261.71,0.0,False
DUTY_0087,7,2026-04-07,evening,1,2026-04-07 16:30:00.000000,2026-04-07 21:19:04.200000,1,289.07,100.0,0,1,0,289.07,0.0,False
DUTY_0089,8,2026-04-07,evening,1,2026-04-07 17:00:00.000000,2026-04-07 21:29:52.200000,2,206.38,97.725,0,2,0,269.87,0.0,False
DUTY_0091,9,2026-04-07,evening,1,2026-04-07 17:00:00.000000,2026-04-07 21:24:50.400000,3,212.06000000000003,84.84666666666668,0,3,0,264.84,0.0,False
DUTY_0093,10,2026-04-07,evening,1,2026-04-07 17:00:00.000000,2026-04-07 23:57:31.200000,2,384.53999999999996,77.275,0,2,0,417.52000000000004,0.0,False
DUTY_0095,11,2026-04-07,evening,1,2026-04-07 17:15:00.000000,2026-04-07 22:28:47.400000,2,279.91,97.725,0,2,0,313.79,0.0,False
DUTY_0075,2,2026-04-07,evening,1,2026-04-07 17:45:00.000000,2026-04-07 23:27:04.200000,2,319.98,68.18,0,2,0,342.07,0.0,False
DUTY_0097,12,2026-04-07,evening,1,2026-04-07 18:00:00.000000,2026-04-07 20:46:38.400000,2,144.98000000000002,100.0,0,2,0,166.64,0.0,False
DUTY_0099,13,2026-04-07,evening,1,2026-04-07 18:00:00.000000,2026-04-07 21:37:37.200000,2,176.0,72.725,0,2,0,217.62,0.0,False
DUTY_0078,3,2026-04-07,evening,1,2026-04-07 18:30:00.000000,2026-04-08 00:25:25.200000,2,303.69,63.635,0,2,0,355.42,0.0,False
DUTY_0074,1,2026-04-07,morning,3,2026-04-07 19:45:00.000000,2026-04-07 21:30:01.200000,1,105.02,100.0,0,0,1,105.02,0.0,False
DUTY_0101,1,2026-04-08,evening,1,2026-04-08 00:00:00.000000,2026-04-08 04:18:52.800000,1,258.88,100.0,0,1,0,258.88,0.0,False
DUTY_0105,2,2026-04-08,evening,1,2026-04-08 00:30:00.000000,2026-04-08 02:05:42.600000,1,95.71,100.0,0,1,0,95.71000000000001,0.0,False
DUTY_0110,3,2026-04-08,morning,1,2026-04-08 01:00:00.000000,2026-04-08 06:26:21.600000,2,272.72,72.725,0,0,0,326.35999999999996,0.0,False
DUTY_0113,4,2026-04-08,morning,1,2026-04-08 01:30:00.000000,2026-04-08 09:35:30.000000,3,310.51,93.94,0,0,0,485.5,0.0,False
DUTY_0107,2,2026-04-08,morning,1,2026-04-08 03:00:00.000000,2026-04-08 11:26:23.400000,3,392.32,96.96999999999998,0,0,0,506.39000000000004,0.0,False
DUTY_0116,5,2026-04-08,morning,1,2026-04-08 03:00:00.000000,2026-04-08 09:17:28.800000,3,310.16999999999996,93.93666666666667,0,0,0,377.47999999999996,0.0,False
DUTY_0119,6,2026-04-08,morning,1,2026-04-08 03:00:00.000000,2026-04-08 07:16:10.200000,1,256.17,90.91,0,0,0,256.17,0.0,False
DUTY_0122,7,2026-04-08,morning,1,2026-04-08 03:00:00.000000,2026-04-08 09:43:54.000000,2,312.5,56.82,0,0,0,403.9,0.0,False
DUTY_0124,8,2026-04-08,morning,1,2026-04-08 03:00:00.000000,2026-04-08 11:09:34.200000,3,322.15999999999997,95.45333333333333,0,0,0,489.57,0.0,False
DUTY_0126,9,2026-04-08,morning,1,2026-04-08 04:00:00.000000,2026-04-08 11:18:46.800000,3,297.84000000000003,93.93666666666667,0,0,0,438.78,0.0,False
DUTY_0128,10,2026-04-08,morning,1,2026-04-08 04:00:00.000000,2026-04-08 10:47:45.600000,3,334.9,62.120000000000005,0,0,0,407.76,0.0,False
DUTY_0130,11,2026-04-08,morning,1,2026-04-08 04:15:00.000000,2026-04-08 11:17:13.800000,2,387.08000000000004,100.0,0,0,0,422.22999999999996,0.0,False
DUTY_0103,1,2026-04-08,morning,1,2026-04-08 04:30:00.000000,2026-04-08 09:29:46.200000,2,259.09000000000003,79.545,0,0,0,299.77000000000004,0.0,False
DUTY_0133,12,2026-04-08,morning,1,2026-04-08 05:00:00.000000,2026-04-08 13:35:33.600000,2,485.56000000000006,65.91,1,0,0,515.56,0.0,False
DUTY_0135,13,2026-04-08,morning,1,2026-04-08 05:00:00.000000,2026-04-08 13:17:25.200000,3,425.29,84.84666666666666,0,0,0,497.42,0.0,False
DUTY_0104,1,2026-04-08,morning,2,2026-04-08 12:30:00.000000,2026-04-08 14:20:34.800000,1,110.58,68.18,0,0,1,110.58,0.0,False
DUTY_0111,3,2026-04-08,morning,2,2026-04-08 13:15:00.000000,2026-04-08 17:33:15.600000,1,258.26,95.45,0,0,1,258.26,0.0,False
DUTY_0114,4,2026-04-08,morning,2,2026-04-08 13:30:00.000000,2026-04-08 20:45:18.000000,2,312.93,75.0,1,0,1,435.3,0.0,False
DUTY_0102,1,2026-04-08,evening,2,2026-04-08 14:30:00.000000,2026-04-08 22:28:12.600000,2,310.94,70.45500000000001,0,2,1,478.21,0.0,False
DUTY_0106,2,2026-04-08,evening,2,2026-04-08 15:00:00.000000,2026-04-08 19:26:45.000000,1,266.75,100.0,0,1,1,266.75,0.0,False
DUTY_0115,5,2026-04-08,evening,1,2026-04-08 15:00:00.000000,2026-04-08 20:12:13.800000,2,219.70999999999998,100.0,0,2,0,312.22999999999996,0.0,False
DUTY_0118,6,2026-04-08,evening,1,2026-04-08 16:00:00.000000,2026-04-08 19:55:11.400000,1,235.19,95.45,0,1,0,235.19,0.0,False
DUTY_0121,7,2026-04-08,evening,1,2026-04-08 16:00:00.000000,2026-04-08 21:41:37.800000,2,238.88,63.635,0,2,0,341.63,0.0,False
DUTY_0123,8,2026-04-08,evening,1,2026-04-08 16:45:00.000000,2026-04-08 21:22:04.800000,1,277.08,100.0,0,1,0,277.08,0.0,False
DUTY_0125,9,2026-04-08,evening,1,2026-04-08 17:00:00.000000,2026-04-08 21:37:15.000000,1,277.25,77.27,0,1,0,277.25,0.0,False
DUTY_0127,10,2026-04-08,evening,1,2026-04-08 17:15:00.000000,2026-04-08 23:42:58.200000,2,359.02000000000004,88.63499999999999,0,2,0,387.97,0.0,False
DUTY_0109,3,2026-04-08,evening,1,2026-04-08 18:00:00.000000,2026-04-09 01:38:22.200000,3,367.95,66.66666666666667,0,3,0,458.37,0.0,False
DUTY_0129,11,2026-04-08,evening,1,2026-04-08 18:00:00.000000,2026-04-08 20:01:06.600000,1,121.11,100.0,0,1,0,121.11,0.0,False
DUTY_0132,12,2026-04-08,evening,1,2026-04-08 18:00:00.000000,2026-04-08 22:32:26.400000,3,237.44,78.79,0,3,0,272.44,0.0,False
DUTY_0134,13,2026-04-08,evening,1,2026-04-08 18:00:00.000000,2026-04-08 22:19:27.600000,3,219.45999999999998,84.85000000000001,0,3,0,259.46,0.0,False
DUTY_0112,4,2026-04-08,evening,1,2026-04-08 18:30:00.000000,2026-04-09 00:25:25.200000,2,293.16999999999996,70.455,0,2,0,355.42,0.0,False
DUTY_0108,2,2026-04-08,morning,2,2026-04-08 19:45:00.000000,2026-04-08 22:18:46.200000,1,153.77,4.55,0,0,1,153.77,0.0,False
DUTY_0120,6,2026-04-08,morning,2,2026-04-08 20:00:00.000000,2026-04-08 21:16:21.600000,1,76.36,90.91,0,0,1,76.36,0.0,False
DUTY_0117,5,2026-04-08,morning,2,2026-04-08 20:15:00.000000,2026-04-08 21:30:09.000000,1,75.15,100.0,0,0,1,75.15,0.0,False
DUTY_0131,11,2026-04-08,morning,2,2026-04-08 20:15:00.000000,2026-04-08 21:34:51.000000,1,79.85,86.36,0,0,1,79.85,0.0,False
DUTY_0136,1,2026-04-09,evening,1,2026-04-09 00:00:00.000000,2026-04-09 00:29:52.200000,1,29.87,59.09,0,1,0,29.87,0.0,False
DUTY_0140,2,2026-04-09,evening,1,2026-04-09 00:30:00.000000,2026-04-09 01:48:12.000000,1,78.2,81.82,0,1,0,78.2,0.0,False
DUTY_0143,3,2026-04-09,evening,1,2026-04-09 00:30:00.000000,2026-04-09 02:13:22.800000,1,103.38,68.18,0,1,0,103.38000000000001,0.0,False
DUTY_0138,1,2026-04-09,morning,1,2026-04-09 01:30:00.000000,2026-04-09 07:08:25.200000,2,299.6,90.905,0,0,0,338.42,0.0,False
DUTY_0147,4,2026-04-09,morning,1,2026-04-09 01:30:00.000000,2026-04-09 08:44:45.600000,3,264.54,86.36,0,0,0,434.76,0.0,False
DUTY_0142,2,2026-04-09,morning,1,2026-04-09 03:00:00.000000,2026-04-09 11:09:58.800000,2,458.74,65.91,0,0,0,489.97999999999996,0.0,False
DUTY_0145,3,2026-04-09,morning,1,2026-04-09 03:00:00.000000,2026-04-09 11:07:59.400000,2,389.84000000000003,100.0,0,0,0,487.99,0.0,False
DUTY_0150,5,2026-04-09,morning,1,2026-04-09 03:00:00.000000,2026-04-09 07:05:48.000000,2,191.44,95.455,0,0,0,245.8,0.0,False
DUTY_0152,6,2026-04-09,morning,1,2026-04-09 03:00:00.000000,2026-04-09 07:40:39.000000,2,172.72,81.82,0,0,0,280.65,0.0,False
DUTY_0154,7,2026-04-09,morning,1,2026-04-09 03:15:00.000000,2026-04-09 11:27:06.000000,5,327.49,79.092,0,0,0,492.1,0.0,False
DUTY_0156,8,2026-04-09,morning,1,2026-04-09 03:45:00.000000,2026-04-09 11:16:50.400000,2,418.53999999999996,95.455,0,0,0,451.84000000000003,0.0,False
DUTY_0159,9,2026-04-09,morning,1,2026-04-09 04:00:00.000000,2026-04-09 09:15:24.600000,3,229.97,66.66666666666667,0,0,0,315.40999999999997,0.0,False
DUTY_0162,10,2026-04-09,morning,1,2026-04-09 04:30:00.000000,2026-04-09 10:01:48.600000,2,310.39,88.63499999999999,0,0,0,331.81,0.0,False
DUTY_0164,11,2026-04-09,morning,1,2026-04-09 04:30:00.000000,2026-04-09 11:21:55.200000,2,381.92,75.0,0,0,0,411.92,0.0,False
DUTY_0167,12,2026-04-09,morning,1,2026-04-09 05:00:00.000000,2026-04-09 13:09:18.600000,4,319.83000000000004,67.045,0,0,0,489.31,0.0,False
DUTY_0170,13,2026-04-09,morning,1,2026-04-09 05:00:00.000000,2026-04-09 11:07:15.600000,2,336.33,100.0,0,0,0,367.26,0.0,False
DUTY_0139,1,2026-04-09,morning,2,2026-04-09 12:30:00.000000,2026-04-09 14:20:34.800000,1,110.58,86.36,0,0,1,110.58,0.0,False
DUTY_0148,4,2026-04-09,morning,2,2026-04-09 13:15:00.000000,2026-04-09 17:44:46.800000,1,269.78,90.91,0,0,1,269.78,0.0,False
DUTY_0141,2,2026-04-09,evening,2,2026-04-09 14:15:00.000000,2026-04-09 21:13:45.000000,2,388.75,97.725,0,2,1,418.75,0.0,False
DUTY_0137,1,2026-04-09,evening,2,2026-04-09 14:30:00.000000,2026-04-09 21:02:07.800000,2,362.13,65.91,0,2,1,392.13,0.0,False
DUTY_0144,3,2026-04-09,evening,2,2026-04-09 14:45:00.000000,2026-04-09 21:47:49.200000,2,286.57,88.63499999999999,0,2,1,422.82,0.0,False
DUTY_0149,5,2026-04-09,evening,1,2026-04-09 15:00:00.000000,2026-04-09 23:24:50.400000,2,424.88,97.725,0,2,0,504.84000000000003,0.0,False
DUTY_0151,6,2026-04-09,evening,1,2026-04-09 16:00:00.000000,2026-04-10 00:29:17.400000,3,376.54,62.12,0,3,0,509.29,0.0,False
DUTY_0153,7,2026-04-09,evening,1,2026-04-09 16:45:00.000000,2026-04-09 23:46:19.200000,2,371.44,79.545,0,2,0,421.32,0.0,False
DUTY_0155,8,2026-04-09,evening,1,2026-04-09 16:45:00.000000,2026-04-09 21:18:51.600000,1,273.86,100.0,0,1,0,273.85999999999996,0.0,False
DUTY_0157,9,2026-04-09,evening,1,2026-04-09 17:15:00.000000,2026-04-09 19:59:57.600000,1,164.96,100.0,0,1,0,164.96,0.0,False
DUTY_0146,4,2026-04-09,evening,1,2026-04-09 18:00:00.000000,2026-04-09 21:24:22.200000,2,169.72,100.0,0,2,0,204.37,0.0,False
DUTY_0161,10,2026-04-09,evening,1,2026-04-09 18:00:00.000000,2026-04-09 21:08:32.400000,2,158.54000000000002,63.635,0,2,0,188.54,0.0,False
DUTY_0163,11,2026-04-09,evening,1,2026-04-09 18:00:00.000000,2026-04-09 20:52:38.400000,2,148.69,52.275,0,2,0,172.64,0.0,False
DUTY_0166,12,2026-04-09,evening,1,2026-04-09 18:15:00.000000,2026-04-09 20:05:36.600000,1,110.61,100.0,0,1,0,110.61,0.0,False
DUTY_0169,13,2026-04-09,evening,1,2026-04-09 18:15:00.000000,2026-04-09 21:35:49.200000,2,170.82,68.18,0,2,0,200.82000000000002,0.0,False
DUTY_0160,9,2026-04-09,morning,2,2026-04-09 20:15:00.000000,2026-04-09 21:37:54.600000,1,82.91,100.0,0,0,1,82.91000000000001,0.0,False
